Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Clinton,Trump,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation
CNN,3/17/2016,3/20/2016,2016-03-22T00:48:49Z,925,Registered Voters,Live Phone,53,41,4,2,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None
CBS/Times,3/17/2016,3/20/2016,2016-03-22T02:44:13Z,1058,Registered Voters,Live Phone,50,40,9,1,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None
Monmouth University,3/17/2016,3/20/2016,2016-03-24T14:57:21Z,,Registered Voters - Democrat,Live Phone,89,5,6,,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None
CBS/Times,3/17/2016,3/20/2016,2016-03-22T02:44:13Z,,Registered Voters - Democrat,Live Phone,85,12,4,,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None
CNN,3/17/2016,3/20/2016,2016-03-22T00:48:49Z,,Registered Voters - Democrat,Live Phone,93,6,,1,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None
CNN,3/17/2016,3/20/2016,2016-03-22T00:48:49Z,,Registered Voters - Republican,Live Phone,9,81,7,3,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None
CBS/Times,3/17/2016,3/20/2016,2016-03-22T02:44:13Z,,Registered Voters - Republican,Live Phone,11,77,10,2,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None
Monmouth University,3/17/2016,3/20/2016,2016-03-24T14:57:21Z,,Registered Voters - Republican,Live Phone,12,73,12,2,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None
CBS/Times,3/17/2016,3/20/2016,2016-03-22T02:44:13Z,,Registered Voters - independent,Live Phone,45,38,17,1,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None
CNN,3/17/2016,3/20/2016,2016-03-22T00:48:49Z,,Registered Voters - independent,Live Phone,49,42,5,3,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None
Monmouth University,3/17/2016,3/20/2016,2016-03-24T14:57:21Z,,Registered Voters - independent,Live Phone,39,40,18,3,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None
Morning Consult,3/16/2016,3/18/2016,2016-03-18T17:59:58Z,2011,Registered Voters,Internet,45,37,19,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111,https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter,Nonpartisan,None
Morning Consult,3/16/2016,3/18/2016,2016-03-18T17:59:58Z,755,Registered Voters - Democrat,Internet,79,9,12,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111,https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter,Nonpartisan,None
Morning Consult,3/16/2016,3/18/2016,2016-03-18T17:59:58Z,621,Registered Voters - Republican,Internet,12,73,15,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111,https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter,Nonpartisan,None
Morning Consult,3/16/2016,3/18/2016,2016-03-18T17:59:58Z,635,Registered Voters - independent,Internet,36,34,30,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111,https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter,Nonpartisan,None
Ipsos/Reuters,3/12/2016,3/16/2016,2016-03-17T16:05:22Z,1437,Registered Voters,Internet,42,37,8,13,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24103,http://big.assets.huffingtonpost.com/2016ReutersTracking3.16.16.pdf,Nonpartisan,None
Morning Consult,3/11/2016,3/13/2016,2016-03-14T17:45:27Z,2978,Registered Voters,Internet,47,37,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None
Morning Consult,3/11/2016,3/13/2016,2016-03-14T17:45:27Z,1110,Registered Voters - Democrat,Internet,82,9,10,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None
Morning Consult,3/11/2016,3/13/2016,2016-03-14T17:45:27Z,895,Registered Voters - Republican,Internet,12,71,17,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None
Morning Consult,3/11/2016,3/13/2016,2016-03-14T17:45:27Z,973,Registered Voters - independent,Internet,40,37,23,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None
YouGov/Economist,3/10/2016,3/12/2016,2016-03-14T17:17:34Z,1647,Registered Voters,Internet,43,42,7,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None
YouGov/Economist,3/10/2016,3/12/2016,2016-03-14T17:17:34Z,663,Registered Voters - Democrat,Internet,84,9,7,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None
YouGov/Economist,3/10/2016,3/12/2016,2016-03-14T17:17:34Z,449,Registered Voters - Republican,Internet,9,74,18,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None
YouGov/Economist,3/10/2016,3/12/2016,2016-03-14T17:17:34Z,535,Registered Voters - independent,Internet,35,43,22,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None
Ipsos/Reuters,3/5/2016,3/9/2016,2016-03-10T16:53:52Z,1594,Registered Voters,Internet,45,31,11,13,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24040,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePoliticalpdf.pdf,Nonpartisan,None
ABC/Post,3/3/2016,3/6/2016,2016-03-08T12:06:27Z,1000,Adults,Live Phone,50,41,1,1,http://elections.huffingtonpost.com/pollster/polls/abc-post-24009,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-march-3-6-2016/1982/,Nonpartisan,None
Morning Consult,3/4/2016,3/6/2016,2016-03-08T15:38:21Z,1516,Registered Voters,Internet,46,38,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None
NBC/WSJ,3/3/2016,3/6/2016,2016-03-08T22:13:19Z,1200,Registered Voters,Live Phone,51,38,2,9,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24016,http://www.nbcnews.com/politics/2016-election/trump-cruz-locked-tight-race-nationally-new-poll-n534171,Pollster,Dem
Morning Consult,3/4/2016,3/6/2016,2016-03-08T15:38:21Z,583,Registered Voters - Democrat,Internet,79,13,8,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None
Morning Consult,3/4/2016,3/6/2016,2016-03-08T15:38:21Z,508,Registered Voters - Republican,Internet,13,69,18,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None
Morning Consult,3/4/2016,3/6/2016,2016-03-08T15:38:21Z,425,Registered Voters - independent,Internet,39,35,25,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None
Ipsos/Reuters,2/27/2016,3/2/2016,2016-03-03T17:38:25Z,1381,Registered Voters,Internet,46,35,10,10,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23970,http://big.assets.huffingtonpost.com/2016ReutersTracking30216.pdf,Nonpartisan,None
Rasmussen,2/29/2016,3/1/2016,2016-03-02T17:19:05Z,1000,Likely Voters,Automated Phone,41,36,3,21,http://elections.huffingtonpost.com/pollster/polls/rasmussen-23960,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_edges_ahead_of_trump_in_presidential_matchup,Nonpartisan,None
Morning Consult,2/26/2016,2/27/2016,2016-02-29T17:19:46Z,1182,Registered Voters,Internet,44,43,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None
CNN,2/24/2016,2/27/2016,2016-03-01T14:22:05Z,920,Registered Voters,Live Phone,52,44,3,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None
Morning Consult,2/26/2016,2/27/2016,2016-02-29T17:19:46Z,415,Registered Voters - Democrat,Internet,80,11,9,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None
CNN,2/24/2016,2/27/2016,2016-03-01T14:22:05Z,,Registered Voters - Democrat,Live Phone,93,7,,,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None
Morning Consult,2/26/2016,2/27/2016,2016-02-29T17:19:46Z,400,Registered Voters - Republican,Internet,10,79,12,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None
CNN,2/24/2016,2/27/2016,2016-03-01T14:22:05Z,,Registered Voters - Republican,Live Phone,12,85,3,,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None
CNN,2/24/2016,2/27/2016,2016-03-01T14:22:05Z,,Registered Voters - independent,Live Phone,48,44,7,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None
Morning Consult,2/26/2016,2/27/2016,2016-02-29T17:19:46Z,367,Registered Voters - independent,Internet,40,41,19,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None
Ipsos/Reuters,2/20/2016,2/24/2016,2016-02-25T17:29:09Z,1246,Registered Voters,Internet,44,35,11,10,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23865,http://big.assets.huffingtonpost.com/2016ReutersTracking1.pdf,Nonpartisan,None
FOX,2/15/2016,2/17/2016,2016-02-18T23:08:04Z,1031,Registered Voters,Live Phone,47,42,2,2,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None
Ipsos/Reuters,2/13/2016,2/17/2016,2016-02-19T17:07:16Z,1213,Registered Voters,Internet,44,37,9,10,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23811,http://big.assets.huffingtonpost.com/2016ReutersTracking.pdf,Nonpartisan,None
FOX,2/15/2016,2/17/2016,2016-02-18T23:08:04Z,,Registered Voters - Democrat,Live Phone,85,9,2,1,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None
FOX,2/15/2016,2/17/2016,2016-02-18T23:08:04Z,,Registered Voters - Republican,Live Phone,9,79,2,2,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None
FOX,2/15/2016,2/17/2016,2016-02-18T23:08:04Z,,Registered Voters - independent,Live Phone,43,39,1,5,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None
NBC/WSJ,2/14/2016,2/16/2016,2016-02-18T22:10:10Z,800,Registered Voters,Live Phone,50,40,1,9,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23801,https://www.scribd.com/doc/299690763/NBCNews-WSJ-February-Poll?secret_password=Mf2CgQ8zDGpLW73pfCoJ,Pollster,Dem
Morning Consult,2/15/2016,2/16/2016,2016-02-17T11:44:02Z,883,Registered Voters,Internet,43,42,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None
Morning Consult,2/15/2016,2/16/2016,2016-02-17T11:44:02Z,307,Registered Voters - Democrat,Internet,78,13,9,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None
Morning Consult,2/15/2016,2/16/2016,2016-02-17T11:44:02Z,285,Registered Voters - Republican,Internet,10,76,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None
Morning Consult,2/15/2016,2/16/2016,2016-02-17T11:44:02Z,291,Registered Voters - independent,Internet,38,38,24,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None
Quinnipiac,2/10/2016,2/15/2016,2016-02-18T15:18:37Z,1342,Registered Voters,Live Phone,44,43,10,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None
Quinnipiac,2/10/2016,2/15/2016,2016-02-18T15:18:37Z,563,Registered Voters - Democrat,Live Phone,84,8,7,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None
Quinnipiac,2/10/2016,2/15/2016,2016-02-18T15:18:37Z,602,Registered Voters - Republican,Live Phone,10,79,10,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None
Quinnipiac,2/10/2016,2/15/2016,2016-02-18T15:18:37Z,,Registered Voters - independent,Live Phone,42,40,14,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None
Suffolk/USA Today,2/11/2016,2/15/2016,2016-02-17T17:22:40Z,1000,Likely Voters,Live Phone,43,45,12,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,2/11/2016,2/15/2016,2016-02-17T17:22:40Z,373,Likely Voters - Democrat,Live Phone,88,6,6,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,2/11/2016,2/15/2016,2016-02-17T17:22:40Z,336,Likely Voters - Republican,Live Phone,8,81,8,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,2/11/2016,2/15/2016,2016-02-17T17:22:40Z,273,Likely Voters - independent,Live Phone,27,55,17,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Ipsos/Reuters,2/6/2016,2/10/2016,2016-02-11T16:07:52Z,1337,Registered Voters,Internet,44,34,10,11,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23740,http://big.assets.huffingtonpost.com/2016ReutersTrackingPolitical21016.pdf,Nonpartisan,None
Morning Consult,2/3/2016,2/7/2016,2016-02-09T22:39:37Z,2197,Registered Voters,Internet,45,40,15,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None
Morning Consult,2/3/2016,2/7/2016,2016-02-09T22:39:37Z,829,Registered Voters - Democrat,Internet,79,13,8,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None
Morning Consult,2/3/2016,2/7/2016,2016-02-09T22:39:37Z,711,Registered Voters - Republican,Internet,12,72,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None
Morning Consult,2/3/2016,2/7/2016,2016-02-09T22:39:37Z,658,Registered Voters - independent,Internet,38,39,23,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None
Quinnipiac,2/2/2016,2/4/2016,2016-02-05T12:41:40Z,1125,Registered Voters,Live Phone,46,41,10,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None
Quinnipiac,2/2/2016,2/4/2016,2016-02-05T12:41:40Z,484,Registered Voters - Democrat,Live Phone,87,7,5,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None
Quinnipiac,2/2/2016,2/4/2016,2016-02-05T12:41:40Z,507,Registered Voters - Republican,Live Phone,9,80,8,3,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None
Quinnipiac,2/2/2016,2/4/2016,2016-02-05T12:41:40Z,,Registered Voters - independent,Live Phone,48,34,13,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None
PPP (D),2/2/2016,2/3/2016,2016-02-09T17:00:29Z,1236,Registered Voters,IVR/Online,47,40,13,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,Pollster,Dem
Ipsos/Reuters,1/30/2016,2/3/2016,2016-02-04T16:16:33Z,1434,Registered Voters,Internet,44,36,10,9,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23665,http://big.assets.huffingtonpost.com/2016Reutersipsos.pdf,Nonpartisan,None
CNN,1/21/2016,1/24/2016,2016-01-26T12:30:45Z,907,Registered Voters,Live Phone,48,47,4,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None
Morning Consult,1/21/2016,1/24/2016,2016-01-26T20:19:29Z,4001,Registered Voters,Internet,45,39,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23600,http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf,Nonpartisan,None
CNN,1/21/2016,1/24/2016,2016-01-26T12:30:45Z,,Registered Voters - Democrat,Live Phone,93,6,1,,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None
CNN,1/21/2016,1/24/2016,2016-01-26T12:30:45Z,,Registered Voters - Republican,Live Phone,4,92,4,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None
CNN,1/21/2016,1/24/2016,2016-01-26T12:30:45Z,,Registered Voters - independent,Live Phone,43,47,8,2,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None
Zogby (Internet),1/19/2016,1/20/2016,2016-01-26T16:53:26Z,843,Likely Voters,Internet,45,45,10,,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-23594,http://zogbyanalytics.com/news/704-zogby-analytics-clinton-45-trump-45,Nonpartisan,None
Morning Consult,1/14/2016,1/17/2016,2016-01-19T19:11:34Z,4060,Registered Voters,Internet,44,42,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None
Morning Consult,1/14/2016,1/17/2016,2016-01-19T19:11:34Z,1805,Registered Voters - Democrat,Internet,79,13,9,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None
Morning Consult,1/14/2016,1/17/2016,2016-01-19T19:11:34Z,1635,Registered Voters - Republican,Internet,13,74,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None
Morning Consult,1/14/2016,1/17/2016,2016-01-19T19:11:34Z,1281,Registered Voters - independent,Internet,36,43,21,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None
NBC/WSJ,1/9/2016,1/13/2016,2016-01-17T14:29:52Z,800,Registered Voters,Live Phone,51,41,,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23507,http://www.scribd.com/doc/295919133/NBC-WSJ-January-Poll,Nonpartisan,None
Gravis Marketing/OANN,1/10/2016,1/10/2016,2016-01-12T03:26:32Z,2416,Registered Voters,Automated Phone,49,51,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23477,http://www.oann.com/pollresults/,Sponsor,Rep
Morning Consult,1/8/2016,1/10/2016,2016-01-14T16:33:59Z,2173,Registered Voters,Internet,42,44,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None
Morning Consult,1/8/2016,1/10/2016,2016-01-14T16:33:59Z,770,Registered Voters - Democrat,Internet,78,15,7,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None
Morning Consult,1/8/2016,1/10/2016,2016-01-14T16:33:59Z,716,Registered Voters - Republican,Internet,10,76,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None
Morning Consult,1/8/2016,1/10/2016,2016-01-14T16:33:59Z,688,Registered Voters - independent,Internet,36,43,21,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None
FOX,1/4/2016,1/7/2016,2016-01-08T23:44:48Z,1006,Registered Voters,Live Phone,44,47,2,2,http://elections.huffingtonpost.com/pollster/polls/fox-23457,http://www.foxnews.com/politics/interactive/2016/01/08/fox-news-poll-national-presidential-race-obama-ratings/,Nonpartisan,None
Rasmussen,12/22/2015,12/23/2015,2015-12-28T19:01:17Z,1000,Likely Voters,Automated Phone,37,36,5,22,http://elections.huffingtonpost.com/pollster/polls/rasmussen-23421,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_vs_trump_still_a_dead_heat,Nonpartisan,None
CNN,12/17/2015,12/21/2015,2015-12-23T21:20:00Z,927,Registered Voters,Live Phone,49,47,3,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None
CNN,12/17/2015,12/21/2015,2015-12-23T21:20:00Z,,Registered Voters - Democrat,Live Phone,86,11,2,,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None
CNN,12/17/2015,12/21/2015,2015-12-23T21:20:00Z,,Registered Voters - Republican,Live Phone,9,88,1,2,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None
CNN,12/17/2015,12/21/2015,2015-12-23T21:20:00Z,,Registered Voters - independent,Live Phone,47,47,5,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None
Emerson College Polling Society,12/17/2015,12/20/2015,2015-12-21T16:37:14Z,754,Registered Voters,Automated Phone,48,46,7,,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-23395,http://media.wix.com/ugd/3bebb2_b85d13974aeb4901bd68916b963cea3c.pdf,Nonpartisan,None
Quinnipiac,12/16/2015,12/20/2015,2015-12-22T14:45:28Z,1140,Registered Voters,Live Phone,47,40,11,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None
Quinnipiac,12/16/2015,12/20/2015,2015-12-22T14:45:28Z,462,Registered Voters - Democrat,Live Phone,92,4,4,0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None
