"","X","id","id_str","user.screen_name","created_at","place.country","place.full_name","favorite_count","text","origin","date","date2"
"34774",34774,2,549778501025689600,"say_YUM","Tue Dec 30 04:06:23 +0000 2014","","",0,"RT @cdutley: Bet @arthur_affect had no idea when he wrote this that the NYPD would actually act out this tweet http://t.co/e1yFuBk7iu",2,2014-12-30 04:06:23,2014-12-30
"24859",24859,1,674750768717565952,"robbin_mcfall","Thu Dec 10 00:41:34 +0000 2015","","",0,"RT @biasbustersofks: #13thAmendment @HouseFloor @AntiRacismTv @rosevine3 @CyberSoulSista1 @africanvoices @Mothers4Africa @AP #GoldenRule  h…",1,2015-12-10 00:41:34,2015-12-10
"70220",70220,5,750907432143118336,"OGNickMarsh","Thu Jul 07 04:20:57 +0000 2016","","",0,"RT @Blklivesmatter: Stop killing Black people ✋🏾 #BlackLivesMatter #AltonSterling https://t.co/QZRaWsBfK4",5,2016-07-07 04:20:57,2016-07-07
"4969",4969,1,691218378850177024,"R_Arblaster","Sun Jan 24 11:17:58 +0000 2016","","",0,"SNOWBOARDING WITH THE NYPD https://t.co/9MxPOnYBL1",1,2016-01-24 11:17:58,2016-01-24
"34318",34318,2,557659830098608128,"artmixxer","Tue Jan 20 22:03:58 +0000 2015","","",0,"Respond: artists offer bold, urgent take on #blacklivesmatter http://t.co/IHo7pCUtt3",2,2015-01-20 22:03:58,2015-01-20
"77326",77326,6,751448924477464576,"livseydebi","Fri Jul 08 16:12:39 +0000 2016","","",0,"RT @shondarhimes: If I hear one more idiot suggest that #BlackLivesMatter incited this... The level of ignorance is stunning.  Just absolut…",6,2016-07-08 16:12:39,2016-07-08
"9975",9975,1,677248379726880768,"Teressa_Raiford","Wed Dec 16 22:06:11 +0000 2015","","",0,"RT @NewsHour: WATCH LIVE: Press conference from the family of #FreddieGray https://t.co/eQqTh5trAW",1,2015-12-16 22:06:11,2015-12-16
"68228",68228,5,750811283407134720,"Mignonnexkayy","Wed Jul 06 21:58:54 +0000 2016","","",0,"RT @illygirlBreA: Now let's see how these pigs defend this. RIP #AltonSerling #BLACKLIVESMATTER https://t.co/35SIWwTruJ",5,2016-07-06 21:58:54,2016-07-06
"23716",23716,1,700071364825387008,"MoonbeamMelly","Wed Feb 17 21:36:34 +0000 2016","","",0,"I don't think they realize what war really means.  https://t.co/FGwLeg2Dd6",1,2016-02-17 21:36:34,2016-02-17
"88615",88615,7,759714201317146624,"BluCapo","Sun Jul 31 11:35:55 +0000 2016","","",0,"RT @PatriotByGod: Soros &amp; Hillary created #BlackLivesMatter so that America will view ALL Blacks as militant. #AllLivesMatter INCLUDES Blac…",7,2016-07-31 11:35:55,2016-07-31
"25921",25921,2,589123376075051008,"Zgsofi","Fri Apr 17 17:48:52 +0000 2015","","",0,"Met Queen D and The Saint last night! 👌🏼👌🏼 #VersesAndFlow #SlamontheRye #SlamPoetry #PoetryMonth #BlackLivesMatter http://t.co/xf1QJzWWMJ",2,2015-04-17 17:48:52,2015-04-17
"77951",77951,6,751477635234959360,"_karonrenae_","Fri Jul 08 18:06:44 +0000 2016","","",0,"RT @MrAsianTwinkies: I stand with #blacklivesmatter so if you don't agree, please unfollow me.",6,2016-07-08 18:06:44,2016-07-08
"5632",5632,1,542888954404417536,"xleiruhh","Thu Dec 11 03:49:47 +0000 2014","","",0,"RT @KhaledBeydoun: Deaf, elderly Black man was beat up by Oklahoma police for ""not responding to their orders.""   #BlackLivesMatter http://…",1,2014-12-11 03:49:47,2014-12-11
"1921",1921,1,698265256511074304,"DwightMiller","Fri Feb 12 21:59:44 +0000 2016","United States","Philadelphia, PA",0,"@kyliewylie78 explains the outrage my kids feel but of course all those blk plp are stupid or wrong for feeling thst way #BlackLivesMatter",1,2016-02-12 21:59:44,2016-02-12
"17910",17910,1,542154441579696128,"Ddbarnes2","Tue Dec 09 03:11:06 +0000 2014","","",0,"@ThatGreekBoy well I mean evidence shows its in my favor. If you should be mad about anything my friend it should be NY #ICantBreathe",1,2014-12-09 03:11:06,2014-12-09
"76712",76712,6,751942122492747776,"mattdoden","Sun Jul 10 00:52:27 +0000 2016","","",0,"RT @HuffingtonPost: Even in Dallas, you can be pro-cop and believe #BlackLivesMatter https://t.co/QK8SgeuY1a https://t.co/xdvtjRLZr2",6,2016-07-10 00:52:27,2016-07-10
"39598",39598,2,566407452405420032,"joseroche97","Sat Feb 14 01:23:54 +0000 2015","","",0,"RT @Horny4DaBiebs: justinbieber via shots: #NYPD http://t.co/V2KEEJR3ay",2,2015-02-14 01:23:54,2015-02-14
"52744",52744,3,628334750416154624,"VernaMyers","Mon Aug 03 22:40:53 +0000 2015","","",0,"How Ferguson changed America. An incredible &amp; must-read piece by @jbouie: http://t.co/z0KmOZS8YS  #BlackLivesMatter #MichaelBrown",3,2015-08-03 22:40:53,2015-08-03
"76900",76900,6,752208085549215744,"anastazia_lbk","Sun Jul 10 18:29:17 +0000 2016","","",0,"RT @clement_weezy: Cette photo elle fait mal au cœur #BlackLivesMatter https://t.co/t71af9kZKH",6,2016-07-10 18:29:17,2016-07-10
"99664",99664,8,787107533823602688,"always_amyy","Sat Oct 15 01:47:14 +0000 2016","","",0,"RT @finesselikeNess: Day 4 Spirit Week Throwback | Black Panthers ""Every generation needs a revaluation""  #BlackLivesMatter https://t.co/du…",8,2016-10-15 01:47:14,2016-10-15
"50195",50195,3,611746428176728064,"hielsie","Fri Jun 19 04:04:48 +0000 2015","","",0,"RT @Lavernecox: Sending love and prayers to everyone in Charleston, SC.I grew up in an AME church in Mobile,AL. I can't even imagine.  #Bla…",3,2015-06-19 04:04:48,2015-06-19
"71542",71542,5,747103883248476160,"shgaymitchell","Sun Jun 26 16:27:00 +0000 2016","","",0,"RT @oitnb_vines: [spoiler].                                                                         #blacklivesmatter https://t.co/IL3LULW9…",5,2016-06-26 16:27:00,2016-06-26
"16834",16834,1,541737708629266432,"FJStweets","Sun Dec 07 23:35:09 +0000 2014","","",0,"“Some of the worst racist tragedies in history have been perfectly legal.” -Kimberlé Crenshaw http://t.co/hrsi9G1iqB #EricGarner via @3Wave",1,2014-12-07 23:35:09,2014-12-07
"47251",47251,3,631840770400628736,"AKruckel","Thu Aug 13 14:52:33 +0000 2015","","",0,"RT @DotFranny: NO MORE #Tuskegee @Oprah @Ceestave #BlackLivesMatter #JusticeOrElse #MINE #CDCWhistleblower http://t.co/VkJvbvw3Qq https://t…",3,2015-08-13 14:52:33,2015-08-13
"76219",76219,6,751617713085280256,"thatdancer_jada","Sat Jul 09 03:23:21 +0000 2016","","",0,"RT @husbandsa: Everybody came together at Centennial Olympic Park. By everybody, I mean everybody. #blacklivesmatter #ATLisReady https://t.…",6,2016-07-09 03:23:21,2016-07-09
"91821",91821,7,760878651529306112,"CharCharbag","Wed Aug 03 16:43:01 +0000 2016","","",0,"RT @vivelafra: THE VANDERBILTS: If #BlackLivesMatter wants reparations, they should start with @AndersonCooper.  #MAGA #Trump2016 https://t…",7,2016-08-03 16:43:01,2016-08-03
"42805",42805,3,631664431596830720,"ToTheFullest_4","Thu Aug 13 03:11:50 +0000 2015","","",0,"RT @TheReal_Swaray: Smh y'all be safe out here  https://t.co/ixf0X5jIV3",3,2015-08-13 03:11:50,2015-08-13
"29386",29386,2,546977868295581696,"MrDonJackson","Mon Dec 22 10:37:40 +0000 2014","","",0,"NAACP Condemns Senseless Killing of NYPD Police Officers http://t.co/cXBmz1p7Iy",2,2014-12-22 10:37:40,2014-12-22
"61090",61090,5,751065985206063104,"cybergawddess","Thu Jul 07 14:50:59 +0000 2016","","",0,"RT @BenjaminEnfield: Words from a cop..... Literal chills #blacklivesmatter #AltonSerling #PhilandoCastile https://t.co/x3ysx6XIhp",5,2016-07-07 14:50:59,2016-07-07
"78221",78221,6,753381363705847808,"eforemann","Thu Jul 14 00:11:28 +0000 2016","","",0,"Wonder what's that like🤔 #blacklivesmatter  https://t.co/E5t6ItaEPf",6,2016-07-14 00:11:28,2016-07-14
"15104",15104,1,541435106456764416,"armahoney68","Sun Dec 07 03:32:43 +0000 2014","","",0,"RT @FakeSportsCentr: Jay Cutler once stole $126 million from the Chicago Bears and didn't see so much as a court summons #CrimingWhileWhite",1,2014-12-07 03:32:43,2014-12-07
"26020",26020,2,547877391033323520,"retiredmedicwtc","Wed Dec 24 22:12:03 +0000 2014","","",0,"RT @Bipartisanism: Remember when the #Teaparty murdered two cops? I do.  #AntonioMartin #BlackLivesMatter http://t.co/k4xQMbhRfE",2,2014-12-24 22:12:03,2014-12-24
"95036",95036,8,787834422179442688,"AnthonyGillis","Mon Oct 17 01:55:38 +0000 2016","","",0,"First was the #SummerOfSlaughter by the Left's Muslim pals, along with #BlackLivesMatter riots. Now, the #GOPBombing. It's on, all right",8,2016-10-17 01:55:38,2016-10-17
"59938",59938,5,749761506120577024,"_weavus","Mon Jul 04 00:27:27 +0000 2016","","",0,"RT @HeatherCTV: Black Lives Matter TO the honoured group at this year's #PrideTO #pride #blacklivesmatter @CTVToronto https://t.co/rttSr8cW…",5,2016-07-04 00:27:27,2016-07-04
"82853",82853,7,777831574276567040,"AwardsCircuit","Mon Sep 19 11:27:53 +0000 2016","","",0,"RT @Tom_Winter: NBC NEWS: Ahmad Rahami, age 28, is actively being sought for his role in the bombing in New York, multiple source and NYPD…",7,2016-09-19 11:27:53,2016-09-19
"69335",69335,5,750955343769808896,"cookie12304","Thu Jul 07 07:31:20 +0000 2016","","",0,"RT @KatePow3ll: Of course we KNOW that ""all lives matter"" but not ALL LIVES are threatened, targeted and unjustly taken at the same rate #b…",5,2016-07-07 07:31:20,2016-07-07
"84399",84399,7,761002508797915136,"JLGalt","Thu Aug 04 00:55:11 +0000 2016","","",0,"#blacklivesmatter https://t.co/kOA6oeoLJ4  overseers &amp; handlers won't have to go U know the deal https://t.co/LKH4Gdw7Eq",7,2016-08-04 00:55:11,2016-08-04
"49028",49028,3,638172191985639424,"beetlejuiceski","Mon Aug 31 02:11:21 +0000 2015","","",0,"RT @lexi4prez: #BlackLivesMatter",3,2015-08-31 02:11:21,2015-08-31
"94757",94757,8,783343757068492800,"1zzzzzy","Tue Oct 04 16:31:20 +0000 2016","","",0,"RT @Domonick_S: Peaceful Protest for #TyreKing on @OhioState campus #BlackLivesMatter ✊🏽 https://t.co/o0tKB94nMh",8,2016-10-04 16:31:20,2016-10-04
"93219",93219,7,759785894144532480,"Julie_in_FL","Sun Jul 31 16:20:47 +0000 2016","","",0,"MT #BillMaxwell: What #BlackLivesMatter is really about https://t.co/Pz6S1QX13X via @TB_Times",7,2016-07-31 16:20:47,2016-07-31
"22329",22329,1,542066687919816704,"tiks0914","Mon Dec 08 21:22:24 +0000 2014","","",0,"RT @lsarsour: Clergy stage die-in NY City Hall rotunda. #ICantBreatheUntil #BlackLivesMatter #EricGarner http://t.co/qAPnWq5AeK",1,2014-12-08 21:22:24,2014-12-08
"40168",40168,2,593694112869699584,"WellsNY0311","Thu Apr 30 08:31:21 +0000 2015","","",0,"RT @Awkward_Duck: The behavior of the NYPD tonight was some of the most disgusting stuff I've ever seen",2,2015-04-30 08:31:21,2015-04-30
"42096",42096,3,630657818702577664,"badindian","Mon Aug 10 08:31:55 +0000 2015","","",0,"RT @Cel_ina: #BlackLivesMatter #lastwords http://t.co/Y0CpNHBGNB",3,2015-08-10 08:31:55,2015-08-10
"90439",90439,7,760412737621069824,"TheyLoveSade_","Tue Aug 02 09:51:39 +0000 2016","","",0,"RT @trueblacknews: Cops enter  #KorrynGaines home with key from Landlord. Kill her &amp; wound her 5 year old child  #Blacklivesmatter  https:/…",7,2016-08-02 09:51:39,2016-08-02
"65250",65250,5,723101544988708864,"dwatkinsworld","Thu Apr 21 10:50:17 +0000 2016","","",0,"RT @RT_America: #WatchingTheHawks: @dwatkinsworld &amp; The Murder of #FreddieGray [VIDEO]  https://t.co/TiuzJHMTkq @WatchingHawks",5,2016-04-21 10:50:17,2016-04-21
"53839",53839,3,638722776292048896,"_C_Ezra","Tue Sep 01 14:39:11 +0000 2015","","",0,"RT @RickCanton: RETWEET TO PUT #BLACKLIVESMATTER ON NOTICE:  YOU ARE A HATE GROUP. YOU WILL BE TREATED AS SUCH.  #WakeUpAmerica #tcot http:…",3,2015-09-01 14:39:11,2015-09-01
"3867",3867,1,540540311920209920,"mina_el_naguib","Thu Dec 04 16:17:07 +0000 2014","","",0,"RT @ozchrisrock: BREAKING NEWS: Police are upset about the #CrimingWhileWhite trend on social media, but they've decided to let everyone of…",1,2014-12-04 16:17:07,2014-12-04
"75395",75395,6,753727962734813184,"Boy1989Darky","Thu Jul 14 23:08:44 +0000 2016","","",0,"RT @EJ__Lee: 💯💯✊🏿✊🏾 #BlackLivesMatter https://t.co/BiEbZw7P1F",6,2016-07-14 23:08:44,2016-07-14
"15362",15362,1,679823446801395712,"kellllllsssss","Thu Dec 24 00:38:34 +0000 2015","","",0,"RT @NStarPost: ""No justice, no peace, prosecute the police!"" On board the light rail. #BlackLivesMatter #BlackXmas https://t.co/Wej7b9aLel",1,2015-12-24 00:38:34,2015-12-24
"59006",59006,4,656843483978846208,"Mike_Monacelli","Wed Oct 21 14:44:24 +0000 2015","","",0,"RT @NYDailyNews: Suspect in killing of NYPD cop in East Harlem has long criminal history, connected to another shooting: cop sources. https…",4,2015-10-21 14:44:24,2015-10-21
"19587",19587,1,543073832027033600,"DreaNoll","Thu Dec 11 16:04:26 +0000 2014","","",0,"RT @CitizenRadio: N.B.A. players wear “I Can’t Breathe” t-shirts, Scott Walker wishes you all a Merry Molotov http://t.co/u1xuMhApJK #Citiz…",1,2014-12-11 16:04:26,2014-12-11
"87555",87555,7,764988002300862464,"EDLMontana","Mon Aug 15 00:52:07 +0000 2016","","",0,"RT @DBloom451: #BlackLivesMatter burned down #Milwaukee again for what? This guy?👇Yeah, Super Awesome call! Seems like a fine lad. https://…",7,2016-08-15 00:52:07,2016-08-15
"44638",44638,3,636547064755785728,"Domi_RCHX","Wed Aug 26 14:33:41 +0000 2015","","",0,"#NYPD and #FDNY #Cups #bw by Domi RCHX https://t.co/cQR9O7kBuE",3,2015-08-26 14:33:41,2015-08-26
"41216",41216,2,566232818410209280,"CBS6Cody","Fri Feb 13 13:49:58 +0000 2015","","",0,"RT @CBSThisMorning: NYPD commissioner: FBI director's comments on police-minority relations resonate http://t.co/cW1oaF7iDH",2,2015-02-13 13:49:58,2015-02-13
"27124",27124,2,558156461654966272,"mitbot","Thu Jan 22 06:57:25 +0000 2015","","",0,"RT @dantebarry: This is the State of the Black Union. #SOBU http://t.co/Av3ONKBwM5",2,2015-01-22 06:57:25,2015-01-22
"52427",52427,3,616751890739499008,"RippDemUp","Thu Jul 02 23:34:44 +0000 2015","","",0,"#ICYMI #BlackLivesMatter: Waiting on the Movement http://t.co/e4pyEiFuuX   #politics",3,2015-07-02 23:34:44,2015-07-02
"70357",70357,5,735159706591891456,"saSophiaa","Tue May 24 17:25:07 +0000 2016","","",0,"https://t.co/Mw6D7NnLci Retweeted https://t.co/3uBHALOJTt",5,2016-05-24 17:25:07,2016-05-24
"44272",44272,3,634101084840001536,"AveryJesmer","Wed Aug 19 20:34:14 +0000 2015","","",0,"RT @Nero: EXCLUSIVE: Did #BlackLivesMatter's @ShaunKing Mislead @Oprah By Pretending To Be Biracial? http://t.co/keDBHFCU0m http://t.co/VwP…",3,2015-08-19 20:34:14,2015-08-19
"14359",14359,1,546422922446127104,"RosaleeAdams","Sat Dec 20 21:52:31 +0000 2014","","",0,"I place the shooting of two officers of NYPD 121st Precinct at the feet of  those who foster hatred toward law enforcement. R know who you R",1,2014-12-20 21:52:31,2014-12-20
"61518",61518,5,750918504035954688,"JuliSulzer0","Thu Jul 07 05:04:57 +0000 2016","United States","Lakewood, OH",0,"if you don't believe #BlackLivesMatter I'm politely asking for you to unfollow me",5,2016-07-07 05:04:57,2016-07-07
"89767",89767,7,758401225385775104,"bobbyhochu","Wed Jul 27 20:38:37 +0000 2016","","",0,"RT @DailyCaller: Trump: Baltimore Prosecutor Marilyn Mosby Should ‘Prosecute Herself’ [VIDEO] https://t.co/Mcysuejd82 #FreddieGray https://…",7,2016-07-27 20:38:37,2016-07-27
"89672",89672,7,767810582925942784,"grey_r0se","Mon Aug 22 19:48:02 +0000 2016","","",0,"RT @RedfernJon: I'm sorry, but #AllLivesMatter is the rhetorical sibling to 'why no straight pride?' and 'what about men's rights?' #BlackL…",7,2016-08-22 19:48:02,2016-08-22
"4344",4344,1,540589580211453952,"tammeka32","Thu Dec 04 19:32:54 +0000 2014","","",0,"RT @jamalhbryant: #EricGarner : White cop IMMEDIATELY FIRED after photos show him choking white student http://t.co/7pIil61PE9 http://t.co/…",1,2014-12-04 19:32:54,2014-12-04
"77371",77371,6,752118666427179008,"additionalMINT","Sun Jul 10 12:33:58 +0000 2016","","",0,"RT @jade0236: Damnn , Bruhh 😭😭😭😩 .. #Blacklivesmatter https://t.co/yfdfMRWgWQ",6,2016-07-10 12:33:58,2016-07-10
"80639",80639,6,753379182797737984,"imrosete","Thu Jul 14 00:02:48 +0000 2016","","",0,"RT @iKeepItTooReal: Wow.. This will give you actual chills. #BlackLivesMatter https://t.co/4gYdsHuxzM",6,2016-07-14 00:02:48,2016-07-14
"2668",2668,1,541066822271774720,"harryseeword","Sat Dec 06 03:09:17 +0000 2014","","",0,"RT @brauerda: Obama, Holder, Sharpton, DeBlasio, etc need to let the black thugs killing other blacks that #blacklivesmatter.",1,2014-12-06 03:09:17,2014-12-06
"92034",92034,7,755215533583106048,"neighbors73","Tue Jul 19 01:39:49 +0000 2016","","",0,"RT @RBraceySherman: SHERIFF DAVID CLARKE IS QUOTING DR. KING WHILE DISSING #BLACKLIVESMATTER &amp; POLICE BRUTALITY  THIS DR. KING #RNCinCLE ht…",7,2016-07-19 01:39:49,2016-07-19
"23638",23638,1,679071910337056768,"cdouble2073","Mon Dec 21 22:52:14 +0000 2015","","",0,"RT @paleofuture: How do you even file a restraining order against a decentralized protest movement? https://t.co/90Co4cwAON",1,2015-12-21 22:52:14,2015-12-21
"54844",54844,3,605478132687204352,"1wayMillie","Mon Jun 01 20:56:50 +0000 2015","","",0,"RT @smackthtass_hoe: damn RT @hoez4sale: #blacklivesmatter http://t.co/7WJ8l5VRXu",3,2015-06-01 20:56:50,2015-06-01
"96230",96230,8,779823671581880320,"BCayenneBird","Sat Sep 24 23:23:46 +0000 2016","","",0,"RT @TheRoot: A witness set to testify against an NYPD officer was found brutally murdered https://t.co/eyfSpBtlZ7 https://t.co/uVj8WSK7HE",8,2016-09-24 23:23:46,2016-09-24
"87276",87276,7,763674598567129088,"Justbillionaire","Thu Aug 11 09:53:07 +0000 2016","","",0,"RT @CelebsInHS: -psycho -keys all her ex boyfriends cars -supports #BlackLivesMatter but locks car door when a black person walks by https:…",7,2016-08-11 09:53:07,2016-08-11
"11564",11564,1,540541296968880128,"jimmynotjim","Thu Dec 04 16:21:02 +0000 2014","","",0,"RT @creak: actual comments from a police forum. this is disgusting. ""The one resource for law enforcement online"" #EricGarner http://t.co/J…",1,2014-12-04 16:21:02,2014-12-04
"68388",68388,5,746487696797868032,"QueenRobina","Fri Jun 24 23:38:30 +0000 2016","","",0,"Kasich permits  https://t.co/gVn7n2x7Mu",5,2016-06-24 23:38:30,2016-06-24
"48304",48304,3,638470931321589760,"danaujoks","Mon Aug 31 21:58:26 +0000 2015","","",0,"Young black man jailed since April for alleged $5 theft found dead in cell http://t.co/badiFFIoqi #blacklivesmatter #ruleoflaw? #WTF",3,2015-08-31 21:58:26,2015-08-31
"25832",25832,2,588405522459717632,"PrettyFootWoman","Wed Apr 15 18:16:23 +0000 2015","","",0,"RT @thecrisismag: #FightFor15  Former secretary of labor Robert Reich marches for fair pay http://t.co/pfKUFXorJN #BlackLivesMatter http://…",2,2015-04-15 18:16:23,2015-04-15
"8495",8495,1,541027738958966784,"iamshayonce","Sat Dec 06 00:33:59 +0000 2014","","",0,"RT @fox25news: Protesters laying down in Central Square http://t.co/oJRdT1HRpH #fox25 #ICantBreathe http://t.co/CypQdyPNM3",1,2014-12-06 00:33:59,2014-12-06
"41730",41730,3,624996073082363904,"PheHi","Sat Jul 25 17:34:10 +0000 2015","","",0,"RT @ArabiansBeauty: It's so sad seeing people being treated differently from others just because their skin colour. #BlackLivesMatter",3,2015-07-25 17:34:10,2015-07-25
"46519",46519,3,639430502609502208,"AutoCutter1","Thu Sep 03 13:31:26 +0000 2015","","",0,"RT @Politics_PR: Why Isn't Elisabeth Hasselbeck Classified As a Hate Group?: http://t.co/NVn0zIIS9R #BlackLivesMatter #p2 http://t.co/Xf15d…",3,2015-09-03 13:31:26,2015-09-03
"81712",81712,6,751838932187222016,"mese___","Sat Jul 09 18:02:24 +0000 2016","","",0,"RT @CivilJustUs: Carmelo Anthony. Thank you #Blacklivesmatter https://t.co/rnI8gbXnL3",6,2016-07-09 18:02:24,2016-07-09
"21405",21405,1,706223600815239168,"enterrador_666","Sat Mar 05 21:03:22 +0000 2016","","",0,"RT @Cernovich: These women are the leaders of #BlackLivesMatter. https://t.co/K7tSChkKsS",1,2016-03-05 21:03:22,2016-03-05
"1385",1385,1,691268757621178368,"danielxlvii","Sun Jan 24 14:38:09 +0000 2016","","",0,"I liked a @YouTube video from @caseyneistat https://t.co/v0J3Kb9Cyj SNOWBOARDING WITH THE NYPD",1,2016-01-24 14:38:09,2016-01-24
"5297",5297,1,541063242538569728,"StreetlevelJay","Sat Dec 06 02:55:04 +0000 2014","","",0,"RT @rosemarypepper: A die-in is happening in front of the Capital. #ICantBreathe. Emergency vehicles surrounding the perimeter.",1,2014-12-06 02:55:04,2014-12-06
"57652",57652,4,660179263161692160,"TheTruth24US","Fri Oct 30 19:39:36 +0000 2015","","",0,"Bratton hails diversity of newly promoted NYPD captains https://t.co/YiKhUvDc1M https://t.co/f7R7KTpXhm",4,2015-10-30 19:39:36,2015-10-30
"14762",14762,1,681256358168162304,"rbgladstone","Sun Dec 27 23:32:27 +0000 2015","","",0,"Demand justice for #SandraBland! Tell the #DoJ to investigate: https://t.co/gn3LcPc9BY @moveon #SayHerName #BlackLivesMatter",1,2015-12-27 23:32:27,2015-12-27
"99166",99166,8,781186745551446016,"HarryPoile","Wed Sep 28 17:40:08 +0000 2016","","",0,"RT @Only1Perseus: This girl basically put my feelings about #BlackLivesMatter in words in under two minutes. Retweet to educate people http…",8,2016-09-28 17:40:08,2016-09-28
"9607",9607,1,540365853464989696,"suicidalturkey","Thu Dec 04 04:43:53 +0000 2014","","",0,"RT @gerardway: If you're out there protesting tonight in NYC, may your voices be heard loud and clear. #BlackLivesMatter",1,2014-12-04 04:43:53,2014-12-04
"32761",32761,2,584873479880581120,"TheRealYoungZel","Mon Apr 06 00:21:18 +0000 2015","","",0,"RT @agau23: Chris Paul, 29 yrs old, UNARMED #BlackLivesMatter http://t.co/NTdSxC1chy",2,2015-04-06 00:21:18,2015-04-06
"19221",19221,1,544655485958225920,"PoliticPirate","Tue Dec 16 00:49:21 +0000 2014","","",0,"Police Cruiser Blasts 'Sweet Home Alabama' During Protests   http://t.co/hL2Hde3ZSb   #alabama #ericgarner",1,2014-12-16 00:49:21,2014-12-16
"7226",7226,1,540732037112791040,"iamZackFlowers","Fri Dec 05 04:58:58 +0000 2014","","",0,"RT @DTNBrazil: DTN Brazil: Fresh protests over ‘racist’ NYPD: Hundreds of New Yorkers angered by a decision not to indict a w... http://t.c…",1,2014-12-05 04:58:58,2014-12-05
"38047",38047,2,547143642301755392,"TimMadsen","Mon Dec 22 21:36:24 +0000 2014","","",0,"RT @ABC: Eric Garner's daughter visits memorial for 2 NYPD officers to show support for their families: http://t.co/XDup7Lv3OI http://t.co/…",2,2014-12-22 21:36:24,2014-12-22
"93447",93447,7,756520039889657856,"RedNationRising","Fri Jul 22 16:03:27 +0000 2016","","",0,"RT @PrisonPlanet: If only John Stewart's passion for exposing anti-cop GOP hypocrites extended to #BlackLivesMatter supporters who celebrat…",7,2016-07-22 16:03:27,2016-07-22
"45165",45165,3,604702459001454592,"DebGoldenDC","Sat May 30 17:34:35 +0000 2015","","",0,"RT @behearddc: Black #Deaf man stopped &amp; frisked for no reason--even worse once they find out he is Deaf. #Racism #Audism #BlackLivesMatter…",3,2015-05-30 17:34:35,2015-05-30
"35699",35699,2,558499826053427200,"ICantBreatheCop","Fri Jan 23 05:41:49 +0000 2015","","",0,"Join The Twitter protest for all those non violent black men that were gunned down or choked out by NYPD http://t.co/adOw0i4BOf",2,2015-01-23 05:41:49,2015-01-23
"30729",30729,2,548884997772300288,"Mark8065413","Sat Dec 27 16:55:55 +0000 2014","","",0,"RT @joejackson: 1000s of police officers on Myrtle Av turn their backs on Mayor de Blasio as spoke at #NYPD funeral of #RafaelRamos http://…",2,2014-12-27 16:55:55,2014-12-27
"35287",35287,2,552897220744609792,"jaywoe","Wed Jan 07 18:39:04 +0000 2015","United States","Philadelphia, PA",0,"http://t.co/HoPXx2KsyV",2,2015-01-07 18:39:04,2015-01-07
"8328",8328,1,700374082265706496,"streambamboo","Thu Feb 18 17:39:28 +0000 2016","","",0,"RT @joycezc: ""@nytimes: A black police officer's fight against the NYPD https://t.co/zOKfw2gyWj https://t.co/iIZnyShnCL"" #justice4liang",1,2016-02-18 17:39:28,2016-02-18
"74551",74551,6,752213269595693056,"ezraelectra","Sun Jul 10 18:49:53 +0000 2016","","",0,"RT @BleepThePolice: State drops charge against Baltimore officer in #FreddieGray case https://t.co/cwzdpOKEwV",6,2016-07-10 18:49:53,2016-07-10
"96390",96390,8,781264115885047808,"delmoi","Wed Sep 28 22:47:35 +0000 2016","","",0,"@0hBehave Read about what actually happened to him afterward, he's in jail now and was harassed by the NYPD for years b/c of that video.",8,2016-09-28 22:47:35,2016-09-28
"58173",58173,4,659755069211058176,"SPJKT48","Thu Oct 29 15:34:00 +0000 2015","","",0,"#KCA #VoteJKT48ID mdfop34: LA and Philly Police Unions join to back NYPD Union",4,2015-10-29 15:34:00,2015-10-29
"9867",9867,1,541033470919979008,"NewsCritter","Sat Dec 06 00:56:46 +0000 2014","","",0,"""@Yamiche: A die-in and a call and response. ""#EricGarner, #MichaelBrown, #ShutItDown"" https://t.co/X0Fvwvoyd5""",1,2014-12-06 00:56:46,2014-12-06
"72567",72567,6,751463647776542720,"5Hloveya","Fri Jul 08 17:11:09 +0000 2016","","",0,"RT @NormaniKordei: #BlackLivesMatter #BlackLivesMatter  #AltonSterling #PhilandoCastile 🙌🏾 https://t.co/9Tu6eGdjOK",6,2016-07-08 17:11:09,2016-07-08
"13503",13503,1,682726457114673152,"azutikin","Fri Jan 01 00:54:06 +0000 2016","","",0,"RT @HYDRANYslsJP: カバンにこれしょってきたら荷物検査のときNYPDの人に ""Go save the world!""って言われました 笑 https://t.co/eDM12Bgpqh",1,2016-01-01 00:54:06,2016-01-01
"81982",81982,6,754717757476855808,"Sultan_Ayyubid","Sun Jul 17 16:41:50 +0000 2016","","",0,"RT @PrisonPlanet: #BlackLivesMatter supporter celebrates murder of #BatonRouge cops. https://t.co/T8vuyHWOE1",6,2016-07-17 16:41:50,2016-07-17
"1173",1173,1,541416816971509760,"grapejellykelly","Sun Dec 07 02:20:02 +0000 2014","","",0,"RT @jonswaine: Chicago Bulls' Derrick Rose warms up in an ""I can't breathe"" t-shirt. #EricGarner http://t.co/ib60FzRyQp via @TheNBACentral",1,2014-12-07 02:20:02,2014-12-07
"32380",32380,2,594693832941248512,"a_standal","Sun May 03 02:43:53 +0000 2015","","",0,"RT @_zazzles_: #BlackLivesMatter #BaltimoreUprising #BlackSpring http://t.co/V4mtIAMPVi",2,2015-05-03 02:43:53,2015-05-03
